relative_time,DecibelSource,PitchSensor
54672,61.37347463955341,
54744,69.87496132934506,3364.53125
54805,63.06182612863482,
54872,68.30895517288849,937.5
54959,67.95103499889524,
55005,61.04830791755003,
55072,65.42737065798312,1875.9375
55144,57.66168115696911,
55205,57.92820868523578,
55271,67.33298321139917,184.8671875
55344,66.47376220891174,233.18973214285714
55405,68.25048331526894,
55471,66.58789946779793,2414.6875
55543,66.8254370391901,2414.6875
55605,64.13126850276686,
55672,64.20952160829135,242.20446428571432
55743,60.37105240293644,293.54166666666663
55804,67.96401552318032,293.54166666666663
55871,65.43791745187335,338.21104910714286
55943,63.36561190799677,437.56640625
56005,66.85258552356034,387.578125
56071,57.15348903525219,399.26171875
56144,66.87203876723898,399.26171875
56205,69.2765702597217,
56271,62.75425845739527,1139.2838541666665
56344,62.343902160736434,
56405,67.87483428465174,
56471,59.644595199763764,400.59765625
56543,61.08193143660502,394.6223958333333
56605,57.01339121507641,
56672,62.59351820071677,380.81510416666663
56744,69.05734211568196,380.81510416666663
